Producto;Descripcion;Unidad;C. UNIT; C. UNIT.2 
13.24.06.001;FUSIBLE CERAMICO 10X38 MM 1A;UND;1.80 ;1.8
603.04.025;"CONECTOR NEUMATICO RECTO 1/8"" NPT P/MANGUERA 8MM";UND;1.83 ;1.825199074
604.05.280;"CAJA RECTANGULAR DE 4X2X2 CON AGUJERO DE 3/4""";UND;1.83 ;1.831052474
603.02.439.2;ORING Ø INT 28 MM X EXT 32MM ESP. 2.5;UND;1.87 ;1.866667
13.24.06.002;FUSIBLE CERAMICO 10X38 MM 2A;UND;1.87 ;1.87439996
605.02.738;UNION MANGUITO GTY - 25;UND;1.87 ;1.874444167
13.24.06.003;FUSIBLE CERAMICO 10X38 MM 4A;UND;1.88 ;1.878163204
606.01.454;PLUMON INDELEBLE GRUESO FABER 23;UND;1.88 ;1.88
409.09.011.001;"Candado para cadena paso 3/4"" ASA 60 - 1R";UND;1.89 ;1.885
409.12.966;"CONECTOR ACAJA PVC SAP DE 1""";UND;1.90 ;1.902583458
606.01.582;CAJA x 12 UND. DE CLIPS WINGO - GRANDE;UND;1.92 ;1.919353846
13.05.2.112;BORNERA RIEL DIN 4 MM2;UND;1.92 ;1.923181818
606.01.201;CUADERNO LORO CUADRICULADO PEQUEÑO;UND;1.95 ;1.95
13.24.06.004;FUSIBLE CERAMICO 10X38 MM 32A;UND;1.95 ;1.95439996
14.04.80.003.01;TUBERÍA PEALPE 2025 COLOR AMARILLO (M);UND;2.00 ;1.99665
606.02.061;PINCEL # 10;UND;2.00 ;2
409.99.129;"BISAGRA FIJA LIVIANA FIERRO 1.1/2"" X 1""";UND;2.00 ;2
13.45.01.005;RESISTENCIA 47 OHM - 5 W;UND;2.00 ;2
503.01.610.01;"PERNO SOCKET 1/2 X 2 1/2"" GR-8";UND;2.05 ;2.0541
604.06.046;"TAPON MACHO 1/2"" GALVANIZADO";UND;2.05 ;2.054761905
51.2.22.012.0100.8.1;PERNO ALLEN FN CAB AVELLANADA M12 x 100MM GR-8;UND;2.09 ;2.0875
604.04.071;BORNERA DE FUERZA P/CABLE Nº 08;UND;2.10 ;2.1
504.03.010;TUERCA HEX FN M30 X 1.5 GR-8;UND;2.12 ;2.11995
409.05.004;"Tee Galvanizado 3/4""";UND;2.12 ;2.12
602.03.906;"ESPARRAGO ZINC DE Ø3/8"" X 1 MT";UND;2.13 ;2.125422
503.03.291;"PERNO EXPANSOR ZINC 1/2"" X 3""  C /TUERCA Y";UND;2.13 ;2.127033
14.07.80.002;UNIÓN NORMAL PEALPE GRAFADO 1418;UND;2.19 ;2.191456017
606.02.147;PLUMERO;UND;2.20 ;2.203
604.02.020;"CONECTOR RECTO HERMETICO 3/4""";UND;2.24 ;2.236034
14.27.01.100;TAPÓN GALV DE 1”  (MACHO);UND;2.25 ;2.246666667
606.01.581;CAJA x50 UND DE CLIPS  WARRIOR - MEDIANO;UND;2.25 ;2.254029554
409.18.765;CONECTOR NEUMATICO RECTO UNION 8 MM                                           ;UND;2.27 ;2.266166667
604.01.1036;"Curvas PVC SAP de 1 1/2"" x 90º";UND;2.29 ;2.29
14.03.20.290;PRENSAESTOPA PG-29;UND;2.29 ;2.29
20.90.07.007;Bushing FN de 1” x ½” x 300 lbs;UND;2.32 ;2.322
603.01.065;CONTAC TIP M6 0.8mm BINZEL;UND;2.33 ;2.327999957
608.01.301;CINTA DE EMBALAJE  -100YARDAS;UND;2.38 ;2.379
603.01.065.01;CONTACT TIP M 8 -1.0 (.040 ) L = 28mm ECu;UND;2.39 ;2.390033333
603.02.447;ORING 2x12 NBR70;UND;2.40 ;2.4
405.01.013;"FIERRO REDONDO TREFILADO 3/4"" X 128 MM";UND;2.40 ;2.4
606.01.414;MOTA P/PIZARRA OMEGA COD 21030;UND;2.40 ;2.4
603.01.022;DIFUSOR DE GAS MB-38 H.D;UND;2.41 ;2.408
603.01.003;BOQUILLA SAGOLA DE ABANICO;UND;2.45 ;2.45
606.07.019;FUSIBLE DE CARTUCHO TIPO UÑA  30 A - 32 V;UND;2.46 ;2.46
606.07.017;FUSIBLE DE CARTUCHO TIPO UÑA  20 A - 32 V;UND;2.46 ;2.46
606.07.018;FUSIBLE DE CARTUCHO TIPO UÑA  25 A - 32 V;UND;2.46 ;2.46
503.03.250;PERNO HEXAGONAL FN M16 x 45mm, PASO 2;UND;2.49 ;2.4855
21.19.1.038.350;ORING ØINT 38 X 3.5 MM - RF-001;UND;2.49 ;2.491519936
603.02.446;ORING 2x29 NBR70;UND;2.50 ;2.5
602.02.070;"ABRAZADERA P/RIEL UNIESTRUT 1""";UND;2.50 ;2.5
603.02.445;ORING 2x50 NBR70;UND;2.55 ;2.5525
13.23.05.002.03;CLIP DE RETENC. PLASTICO /CR-MH/ABB;UND;2.56 ;2.556
18.01.2.4.060;CLIPS UF PARA ROLDANAS H=60MM;UND;2.56 ;2.559782717
14.07.71.100;UNION RECTA GALV  1”;UND;2.56 ;2.56
51.2.20.120.4000.2.1;"PERNO ALLEN FN 1/2"" X 4"" GR-2";UND;2.57 ;2.5656774
503.01.279.014;PERNO SOCKET M16 X 50 MM (  PASO 2 MM   HILO CORRIDO );UND;2.63 ;2.631667
606.01.609;PORTA LAPICERO;UND;2.64 ;2.639259259
603.02.514;NOZZLE TIP, MARCA.GZ INTERNATIONAL;UND;2.65 ;2.649581
603.01.197;PUNTA DE CONTACTO 0.8 MM (0.35) - ROBOT JRM;UND;2.67 ;2.670333
603.04.092;"CONECTOR NEUMATICO RECTO 1/8"" NTP P/MANGUERA 6MM";UND;2.70 ;2.7
503.04.571;Tuerca M24 paso 3;UND;2.71 ;2.705676051
605.02.007.01;UNION NEUMATICA PARA MANGUERA DE 4 MM;UND;2.77 ;2.766
604.02.036;REDUCCION Ø 1 1/2 A 1/2;UND;2.80 ;2.8
606.01.541;PLUMON ACRILICO GRUESO FABER CASTELL 123 COLOR NEGRO;UND;2.82 ;2.82
606.01.539;PLUMON ACRILICO GRUESO FABER CASTELL 123 COLOR AZUL;UND;2.82 ;2.82
606.01.540;PLUMON ACRILICO GRUESO FABER CASTELL 123 COLOR ROJO;UND;2.82 ;2.82
606.01.589;PLUMON ACRILICO GRUESO FABER CASTELL 123 COLOR VERDE;UND;2.83 ;2.83
606.01.031;ESPONJA PARA DEDOS;UND;2.88 ;2.875555556
603.01.020;PORTA PUNTA DE CONTACTOCORTO TBI-38;UND;2.90 ;2.895
603.05.019;DISTANCIADOR Ø4/4, 8/4, 8mm, PA (GEMA 263508);UND;2.90 ;2.895
13.35.02.025;BORNERA DE PASO PVC 2.5mm2;UND;2.97 ;2.968333333
608.01.302;"CINTA MASKINGTAPE DE 1""";UND;3.00 ;3
801.15.1444;ORING ØINT 16 MM ØEXT 20 MM ESPESOR 2 MM;UND;3.01 ;3.007
20.340.37700.02;"STRAIGHT CONNECTOR P/TUBERIA CU 3/4"" C-37700 (NTP 342.003)";UND;3.02 ;3.020178733
20.90.63.003;Connector Crop for Chains  ISO-08B;UND;3.05 ;3.04875
14.07.61.100;UNION TIPO TEE GALV  1”;UND;3.06 ;3.0625
604.05.176;ACCESORIO P/CANALETA DE PISO DEXSON 60 X 13 GRIS;UND;3.08 ;3.08375
604.01.437;Conector Curvo 1/2 Para Manguera Corrugada Metalica;UND;3.10 ;3.1
14.12.02.008;CONECTOR RACOR (TIPO UNIÓN) #8;UND;3.12 ;3.11900463
503.03.204;"PERNO EXPANSOR 5/8"" X 4 1/2"" POWERS  TUERCA y ARANDELA";UND;3.14 ;3.142667
602.01.103;CORTAVIENTOS PARA CASCO.;UND;3.21 ;3.213809886
606.02.080;BETUN DE COLOR NEGRO;UND;3.22 ;3.22
409.99.108;"BISAGRA DE CERRAJERIA 1/2"" X 4""  (2 ALAS)";UND;3.25 ;3.245366492
606.01.906;TIJERA;UND;3.28 ;3.28
604.01.1023;Curvas conduit de 1 x 90º;UND;3.30 ;3.2966
14.12.20.060;CONECTOR NEUMÁTICO TIPO “Y”  P/MANGUERA DE 06MM.;UND;3.32 ;3.323
14.12.22.060;CONECTOR NEUMÁTICO ROSCA M5 90° ORIENTABLE  MANGUERA 06 MM;UND;3.32 ;3.323884615
21.18.02.0003;CERRADURA MEJORADA PARA GABINETES METÁLICOS MODELO JRM;UND;3.35 ;3.350506355
14.12.50.060;"CONECTOR NEUMÁTICO CURVO G 1/4"" P/MANGUERA DE 06MM.";UND;3.35 ;3.352
14.07.10.112;"UNION GALV. 1 1/2"" CONDUIT";UND;3.39 ;3.386363636
606.01.308;PORTA CLIPS C/IMAN ARTESCO;UND;3.40 ;3.400714286
409.09.009;CADENA 825.5 MM (65 ESLABONES);UND;3.46 ;3.4624
XS.08.100.068;CADENA DE 68 RUEDAS P/CORREDIZO;UND;3.47 ;3.469
602.02.402;"DISCO CORTE 4 1/2"" x 3 mm";UND;3.48 ;3.476851058
606.02.018;ENCENDEDORES (VARIOS);UND;3.50 ;3.5
606.02.060;PINCEL # 6;UND;3.55 ;3.55
13.24.05.001;PORTA FUSIBLE P/CHASIS / TIPO CARTUCHO AMERICANO;UND;3.57 ;3.567394541
605.03.461;"TEE DE 1"" GALVANIZADO";UND;3.65 ;3.649333
604.01.136;"CONECTOR HERMÉTICO CURVO CONDUIT DE1/2""";UND;3.67 ;3.674765574
606.07.015;FUSIBLE DE CARTUCHO TIPO UÑA 2 A - 32 V;UND;3.69 ;3.69
606.07.016;FUSIBLE DE CARTUCHO TIPO UÑA 4 A - 32 V;UND;3.69 ;3.69
603.04.077;"CONECTOR NEUMATICO ""Y"" P/MANGUERA DE 8MM";UND;3.71 ;3.711
603.01.1065;Niple FN 1” x 3” Sch 80;UND;3.75 ;3.75
604.05.296;"UNION UNIVERSAL DE PVC ROSCADO SAP Ø 1""";UND;3.76 ;3.76
409.09.028;MEDIO PASO PARA CADENA ASA 60;UND;3.77 ;3.77
13.35.10.100;BORNERA DE RIEL 10MM;UND;3.80 ;3.8
20.90.07.006;Bushing FN de 1” x ½” x 150 lbs;UND;3.80 ;3.801428571
606.01.001;ARCHIVADOR L/ANCHO GRANDE NEGRO;UND;3.81 ;3.809090909
51.2.22.016.0092.13;PERNO ALLEN FN CAB AVELLANADA M16 x 100MM GR-8;UND;3.83 ;3.828266667
606.01.325;CUTTER -  CUCHILLO;UND;3.85 ;3.85
602.01.217;MASCARILLA KN95;UND;3.87 ;3.870060382
404.01.007;"Union Universal 3/4"" galvanizado";UND;3.91 ;3.912901064
604.05.260.01;"CODO 90 RL Ø1-1/2""";UND;3.93 ;3.929292929
603.02.903;DIFUSOR DE GAS CERAMICO PARA PISTOLA MB - 24;UND;3.96 ;3.959133681
15.19.03.029;RODAMIENTOS 6901;UND;3.97 ;3.972917
13.05.2.103;TERMINAL TIPO TUBULAR AISLADAS 2.5 MM2;UND;4.00 ;4
14.01.4.2.100.100.10;Caja de paso FG 100x100x100mm;UND;4.00 ;4
20.340.37700.01;"METER CONNECTOR P/TUBERIA CU 3/4"" C-37700 (NTP 342.003)";UND;4.02 ;4.022744004
603.02.369;ORING  Øext 10mm Øint 5mm alt. 1.5mm;UND;4.04 ;4.039
602.02.580;ESCOBILLA PARA ZAPATO;UND;4.07 ;4.07
604.05.317;UNION TIPO CODO 90º P/MSANGUERA # 12;UND;4.07 ;4.074167
12.02.02.077;BROCA P/FE 7.7MM;UND;4.10 ;4.09933642
604.05.261;"CODO PVC SAP Ø 1 1/2""";UND;4.16 ;4.160375
21.19.1.031.354.03;ORING PARKER 2-158  ( D.I. 120.32  D.E. = 125.56  ESP. = 2.62 );UND;4.23 ;4.2296558
21.19.1.115.561;ORING Ø EXT. 120 Ø INT. 114 Ø esp. 3 MM;UND;4.23 ;4.23
603.02.385;ORING Ø EXT 126 X Ø INT 120 ESP 3 MM;UND;4.24 ;4.236667
603.02.246.1;ORING Ø EXT. 120  Ø esp. 2 MM;UND;4.24 ;4.24
603.02.294.03;V-RING V-60 PAT;UND;4.24 ;4.24
904.18.754;RETEN 20-34-7;UND;4.28 ;4.28
606.01.299;CUADERNO DE CARGO;UND;4.30 ;4.3
602.02.403;DISCO DESBASTE 4 1/2 X 1/4 X 7/8;UND;4.33 ;4.329401379
604.06.043.01;TAPON CIEGO DE 3/4 - ROSCABLE;UND;4.34 ;4.34
9.38.1.02;TABLERO PORTA DOCUMENTOS DE MADERA;UND;4.36 ;4.36
603.01.519;RODAMIENTO 6001 2Z;UND;4.39 ;4.38938183
604.01.056;"CINTA AISLANTE VINILICA  3/4""";UND;4.41 ;4.40625
13.35.03.616;BORNERA DE PASO P/RIEL DIN P/CABLE #6 AWG 16mm2;UND;4.44 ;4.440570588
602.02.010;"ABRAZADERA Ø 6""";UND;4.47 ;4.472189364
603.04.099;CONECTOR NEUMATICO REDUCCION RECTA RACOR 10 mm - 6 mm;UND;4.48 ;4.4775
603.01.089;Placas Cerámicas 132 x 92 x 12;UND;4.49 ;4.491539683
602.02.509;ESCOBILLAS DE CERDA DE PLASTICO;UND;4.50 ;4.5
409.12.953;CONECTOR ESPIGA 1/8 NPT X1/4 ESPIGA BRONCE;UND;4.50 ;4.5
603.01.940;EMPAQUETADURA Øint.13 x Øext.28 x esp.1.5mm;UND;4.50 ;4.5
26.08.03.151;PILA PARA CALIBRADOR CR2032 3V LITHIUM CELL;UND;4.50 ;4.5
801.15.1443;ORING ØINT 8 MM ØEXT 10 MM ESPESOR 1 MM;UND;4.51 ;4.510714
81.01.0412.116;"DISCO CORTE 4 1/2"" X 1/16"" X 7/8""  (115 X 1.6 MM)";UND;4.58 ;4.581036679
409.99.928;ASA TIPO TINA;UND;4.66 ;4.661
409.09.008;CADENA 1117.6 MM (88 ESLABONES);UND;4.68 ;4.6827
603.01.234;JUNTA TORICA REDONDA 12 X 1.5 MM. (1000 822);UND;4.73 ;4.730000094
603.02.148;CHUMACERA UCP204-20;UND;4.74 ;4.7395
21.19.1.615.500;ORING Ø EXT 71 X Ø INT 61,5 ESP 5 MM;UND;4.82 ;4.820148
602.02.430;"Disco de corte 4 1/2"" x 11/16""";UND;4.85 ;4.854622452
606.01.004;ARCHIVADOR L/DEALGADO GRANDE NEGRO;UND;4.87 ;4.87
602.01.78;TRAPEADOR T/TOALLA;UND;4.87 ;4.8725
19.04.03.001;CINTA DE EMBALAJE 48MMX100M C/ LOGO JRM ENERGÍA;UND;4.89 ;4.885486
603.01.890;EMPAQUETADURA Øint.10 x Øext.28 x esp.1.5mm;UND;4.90 ;4.9
603.02.294.01;V-RING VA-30;UND;4.91 ;4.905
10.56.01.001;DESATORADOR PARA BAÑO;UND;4.91 ;4.9135
14.12.23.060;"CONECTOR NEUMÁTICO RECTO G 1/4"" P/MANGUERA DE 06MM.";UND;4.92 ;4.9215
801.12.013;LLAVE ALLEN 6MM;UND;4.94 ;4.941049877
409.12.937;PUNTAS DE CONTACTO PARA MIG  ( 63-1135 );UND;4.95 ;4.952424188
602.02.416;"DISCO CORTE 7"" X 1/16"" X 7/8"" (180 X 1.6 MM)";UND;4.98 ;4.977988115
602.01.073;REPUESTO PARA CARETA DE ESMERILAR;UND;5.00 ;5
26.58.02.003;PINTURA EN SPRAY COLOR AZUL;UND;5.00 ;5
26.58.02.002;PINTURA EN SPRAY COLOR NARANJA;UND;5.00 ;5
21.19.1.031.350.01;ORING  ØINT 32 -38 -3;UND;5.00 ;5
606.01.027;"BINDER VIKINGO 2"" (51mm)";UND;5.00 ;5
13.26.01.0401;AMPOLLETA HALOGENA 500W (118MM) R7S PHILIPS;UND;5.02 ;5.024
602.02.408;DISCO CORTE 7 (180 X 3 MM);UND;5.04 ;5.0428
606.01.024;FASTENER VIKINGO X 50 JGOS;UND;5.07 ;5.07
602.03.905;"ESPARRAGO ZINC DE Ø1/2"" X 1 MT";UND;5.07 ;5.074698909
603.01.450;NIPLE DE EXTENCION PARA TUBERIA DE COBRE DE 1/4;UND;5.12 ;5.12
801.15.1789;CONECTOR NEUMÁTICO UNION TIPO “T” P/MANGUERA DE 10mm;UND;5.13 ;5.127333
601.01.109;"REDUCCION BUSHING DE 1"" A  1/2""";UND;5.16 ;5.160430501
409.12.976;CONECTOR  DE COBRE  P VARILLA DE 3/4;UND;5.23 ;5.2334375
606.01.724;FAJA A-29;UND;5.24 ;5.23925
51.2.22.016.0072.10;PERNO ALLEN FN CAB AVELLANADA M16 x 72MM GR-10;UND;5.26 ;5.26095
606.01.002;ARCHIVADOR L/ANCHO PEQUEÑO NEGRO;UND;5.31 ;5.308333333
602.05.020;PINTURA EN SPRAY ROJO;UND;5.33 ;5.333333333
409.12.1097;ABRAZADERA DE 21/2 DE DOS OREJAS;UND;5.36 ;5.36144262
14.12.90.004;"CONECTOR MEDIDOR PEALPE GRAFADO 1620 X 3/4""";UND;5.37 ;5.368343551
606.01.153;ESCALIMETRO PLASTICO 06 MEDIDAS;UND;5.40 ;5.398
603.02.389;ORING  Øext 20mm Øint 12mm alt. 2mm;UND;5.41 ;5.409
409.12.1054;CONECTOR NEUMATICO RECTO UNION 12 MM;UND;5.43 ;5.431666667
10.46.001;AROMATIZANTE DE AMBIENTE EN AEROSOL - GLADE 270 ml;UND;5.51 ;5.508333
604.04.470;PUENTES P/BORNERAS 2.5MM2-4MM2(CONEXIONADO);UND;5.52 ;5.515764706
801.15.1671;"HOJA DE FIBRA SINTÉTICA PARA METAL 6"" X 9""";UND;5.55 ;5.55296
603.04.021;"CONECTOR NEUMATICO,ROSCA G 1/4"" P/MANGUERA 8MM, 90º ORIENTABLE";UND;5.56 ;5.556
409.09.007;CADENA 1333.5 MM (105 ESLABONES);UND;5.59 ;5.5909
603.01.1067;Niple FN 1” x 5” Sch 80;UND;5.60 ;5.6
603.04.072.1;"CONECTOR RECTO BRONCE 1/8"" NPT X 3/16"" PARA TUBERIA DE 1/4""";UND;5.62 ;5.618
603.04.023;"CONECTOR NEUMATICO ""Y"" P/MANGUERA 10MM";UND;5.63 ;5.627
20.83.01.114.101;"CANDADO PASO 1 1/4"" SIMPLE ASA   100-1R";UND;5.63 ;5.63
504.02.704.01;ARANDELA DE FIJACION MB 11;UND;5.63 ;5.631
603.04.098;"CONECTOR NEUMATICO ""Y"" P/MANGUERA DE 6MM";UND;5.65 ;5.65
801.01.381;DADO HEXAGONAL 11/16;UND;5.65 ;5.653636364
801.15.3520;Repuesto 3M Empaquetadura de Inhalacion;UND;5.66 ;5.655
602.02.703;"LLAVE ALLEN 5/16""";UND;5.69 ;5.691855167
404.02.057;"UNION UNIVERSAL  DE 1/4"" NTP CEDULA 40";UND;5.72 ;5.72
603.01.086;BROCA DE COBALTO 3/16;UND;5.73 ;5.734803419
21.19.1.031.352;ORING 2-341 (Øint 88.27, Øext 98.93);UND;5.75 ;5.752222222
14.12.23.010;"Conector Neumatico Recto de 1/4"" P/manguera de 10mm";UND;5.75 ;5.7526515
409.09.014;PASO CADENA DYC 100;UND;5.76 ;5.761
53.6.10.016.1;ARANDELA DE SEGURIDAD AW 16;UND;5.88 ;5.876623987
801.15.4903;CAJA DE GRAPAS EN M X 600PARA ALICATE DE JAULA S/M;UND;5.93 ;5.93
605.08.878;CERRADURA  ESTRIADA 30 DIENTES;UND;5.93 ;5.931888329
604.06.040;"TAPON ROSCADO GALV 1 1/2""";UND;5.93 ;5.9322
21.19.1.031.354.04;KX-0376935  D.I. 37.69 MM ESP. 3.53  (KASTAS  X -RING );UND;5.93 ;5.932203
801.03.005;"LLAVE CORONA  3/8"" X 7/16""";UND;5.97 ;5.97
603.02.002;TUBO P/MANIVELA;UND;6.00 ;6
20.63.01.020;LAINA PARA ALINEACIÓN DE ROLL FORMING POSTES - 2 MM  ;UND;6.00 ;6
503.04.309.19;BISAGRA TRES CUERPOS ESPESOR 4 MM ( 175 X 100 MM);UND;6.00 ;6.003333
801.15.1445;ORING ØINT 16 MM ØEXT 19 MM ESPESOR;UND;6.01 ;6.014286
53.6.10.018.1;ARANDELA DE SEGURIDAD AW18;UND;6.05 ;6.046615385
606.02.015;AMBIENTADORES EN SPRAY;UND;6.14 ;6.142857143
603.04.071;CONECTOR NEUMATICO,ROSCA G 1/2 P/MANGERA 12MM,90º  ORIENTABLE;UND;6.19 ;6.1906
51.2.24.016.0090.8.1;PERNO ALLEN FN PRISIONERO M16 x 90MM GR-8;UND;6.23 ;6.233001543
603.02.400;RETEN TC 35-47-7 (22) NAK;UND;6.26 ;6.26
603.01.037;CHAPA PARA TABLERO ELECTRICO;UND;6.31 ;6.310857143
603.01.502;RODAMIENTO 6001 2RS;UND;6.33 ;6.329
603.01.236;Junta Torica Ø15 x 1mm (266930) Gema;UND;6.43 ;6.4296
14.12.20.120;"CONECTOR NEUMATICO ""Y"" P/MANGUERA 12MM";UND;6.45 ;6.44679
606.01.301;ENGRAMPADOR ARTESCO 25H M-527;UND;6.47 ;6.465
604.06.001;"CODO DE PVC DE Ø 3"" X 90º  P/DESAGUE";UND;6.50 ;6.5
20.90.07.004;Bushing FN de ¾” x ½” x 300 lbs;UND;6.50 ;6.5
26.08.03.150;PILA P/CALIBRADOR LR-44 1.5V;UND;6.50 ;6.5
606.01.725;FAJA A-27;UND;6.55 ;6.5465
605.01.377;"CONECTOR NEUMATICO HEMBRA 1/2"" P/MANGUERA 10 MM";UND;6.61 ;6.607
801.15.3521;Repuesto Valvula de Inhalacion MAXFLOW,;UND;6.61 ;6.61
409.99.116;"BISAGRA 4"" X 3/8""";UND;6.63 ;6.634166667
XS.07.100.09;ENGRANAJE DE 24  DIENTES;UND;6.71 ;6.71
XS.07.100.08;ENGRANAJE DE 14 DIENTES;UND;6.71 ;6.71
605.01.376;"CONECTOR NEUMATICO HEMBRA 1/4"" P/MANGUERA 12 MM";UND;6.77 ;6.7745
605.01.378;"CONECTOR NEUMATICO HEMBRA 1/2"" P/MANGUERA 12 MM";UND;6.77 ;6.7745
409.12.923;CINTA DE MALLA;UND;6.78 ;6.78
P101SPRC0816002;PINTURA SPRAY - COLOR VERDE, RAL 6002;UND;6.80 ;6.8
14.30.01.10.030;"ACCESORIO T/SOMBRERO - P/TUBERIA DE PVC Ø  INTERNO 3""";UND;6.89 ;6.888975214
604.01.1044;"Caja conduit LB de 1""";UND;6.98 ;6.98
51.7.10.580.3120.2.1;"PERNO CABEZA CUADRADA 5/8"" X 3 1/2"" HILO CORRIDO";UND;7.00 ;7
604.05.38;RESORTE DE  Ø EXTERIOR 21 MM X 40MM, ESPESOR DE 2.5 MM   ;UND;7.00 ;7
801.01.187.003;RESORTE Øext 15.5mm,Øalamb 1.8mm,paso 5 mm,long 55mm;UND;7.00 ;7
503.01.308;"PERNO SOCKET 1/2"" X 6"" mm HILO CORRIDO GR-8";UND;7.03 ;7.033333
602.01.199;Clip adaptador universal a casco;UND;7.20 ;7.201289189
81.01.0900.230;"DISCO CORTE 9"" X 1/8"" X 7/8"" (230 X 3 MM)";UND;7.22 ;7.2201
608.01.201;CAJA DE CARTON CORRUGADO;UND;7.28 ;7.279766667
26.08.006;BATERIA DE LITIO 3V, CR 2450N,540 mAh, Ø24.5mm x 5.0mm, -30 a 70°C;UND;7.29 ;7.292
604.04.208;ENCHUFE LEVITON 2X15T 125V AMARILLO 515PV;UND;7.33 ;7.3257015
603.01.006;LIMPIADOR DE BOQUILLA;UND;7.35 ;7.346
409.03.021;"Garrucha Fija 2""";UND;7.37 ;7.37
801.01.036;DADO STANLEY  3/4 X 1/2;UND;7.41 ;7.413472206
409.18.711;RODAMIENTO 6000 ZZ;UND;7.48 ;7.477463636
604.05.155;"REDUCCION DE PVC Ø 4"" A 2""";UND;7.50 ;7.5
15.47.05.004;RETEN DOBLE LABIO 40-56-8;UND;7.52 ;7.52
801.15.6966;PUNTA DE CONTACTO CONICA 1.0 MM LIGHTNING 63-1240;UND;7.53 ;7.52735
603.01.503;RODAMIENTO 6201 2RS;UND;7.59 ;7.5916
604.02.013.01;PRENSAESTOPA M40;UND;7.63 ;7.626667
800.01.001;BOLSAS DE BASURA x 10 DE 240 LITROS;UND;7.63 ;7.627
15.47.02.002;RETEN NEUMATICO 16 X 25 X 5;UND;7.63 ;7.627119
503.04.309.18;TORNILLO PARA SUJECION DE INSERTO TM6 X 19 (MDJN-L-2525-M15);UND;7.63 ;7.63
15.80.14.349208;CHAIN, CONNECTOR LINK SCCL 60 (349208);UND;7.73 ;7.726969909
603.04.115;REDUCCION NEUMATICA PARA MANGUERA 10MM A 8MM;UND;7.85 ;7.848873
606.01.442;ARCHIVADOR  PIONER  A-4 DE 2 ANILLOS 25mm de 250 HOJAS;UND;7.85 ;7.85
603.04.048;CONECTOR NEUMATICO DE 1/2 P/MANGUERA DE 1/2;UND;7.91 ;7.91
602.02.523.01;RETEN CIEGO 62X7;UND;7.97 ;7.968
606.02.264;RESORTE Ø 25mm, ALAM 2.5mm,  LONGITUD 70mm, PASO 10mm;UND;8.00 ;8
14.25.01.10.002;VÁLVULA DE BOLA PEALPE 1418;UND;8.00 ;8.000887459
409.99.9002;TOPE DE JEBE P/ESTANTERIA MOVIL Ø 35MM X 30MM C/PERNO DE M8;UND;8.00 ;8.003384535
15.19.03.050;RODAMIENTO 6203;UND;8.04 ;8.037777667
15.20.03.023;FAJA A-39;UND;8.04 ;8.041667
11.07.10.002;"LENTES DE SEGURIDAD MARCA: GALAXI; MODELO: GX30 LUNAS OSCURAS";UND;8.07 ;8.071615663
603.02.700;FAJA A-36;UND;8.13 ;8.131607143
15.20.03.021;FAJA A-42;UND;8.14 ;8.139918
603.02.519;RODAMIENTO 6002 2Z;UND;8.15 ;8.1456
801.15.4163;PROTECTIVE WINDOWS 37 D7 PRECITEC MOD 0G Y D37 HD7;UND;8.16 ;8.161
28.36.01.002;Puente Rectificador 50A-KBPC5010;UND;8.24 ;8.24
801.01.430;LLAVE CORONA 12-13;UND;8.25 ;8.245
14.12.04.010;"CONECTOR RACOR RECTO DE 1/2"" P/ MANGUERA DE 10 MM";UND;8.27 ;8.266
11.07.05.006;"LENTES DE SEGURIDAD MARCA: GALAXI; MODELO: GX30 LUNAS CLAROS";UND;8.28 ;8.284630621
14.12.05.012;"CONECTOR RACOR TIPO CODO DE 1/4"" P/ MANGUERA DE 12 MM";UND;8.30 ;8.2988335
19.03.090;"CINTA STRETCH FILM 9""";UND;8.33 ;8.330556646
14.08.10.200.100;"REDUCCION BUSHING DE 2"" A  1""";UND;8.34 ;8.344186667
01603.01.503;RODAMIENTO 6201 2RS (CONTROL INTERNO);UND;8.39 ;8.392156375
604.10.004;"ACCESORIO TIPO SOMBRERO - P/TUBERIA (DIAMETRO INTERNO 4"")";UND;8.50 ;8.5
604.01.1013;"Caja conduit LB de 1/2""";UND;8.50 ;8.5
604.06.051;"REDUCCION BUSHING DE 1/2"" A 1/4"" NTP";UND;8.50 ;8.504
602.02.405;"DISCO DE LAMINILLAS 4 1/2"" X 7/8 """;UND;8.54 ;8.542317128
801.01.066;LLAVE ALLEN #12;UND;8.55 ;8.554312516
14.07.21.300;"UNION DE PVC SAP 3""";UND;8.63 ;8.628497217
604.05.103;"CURVA PVC SAP 1 1/2""";UND;8.90 ;8.8985
409.18.701.01;RODAMIENTO 6003 Z;UND;8.96 ;8.96
14.12.04.012;"CONECTOR RACOR RECTO DE 1/2"" P/ MANGUERA DE 12 MM";UND;8.99 ;8.993
603.04.024;REDUCCION NEUMATICA D/MANGUERA 12MM A 10MM;UND;9.05 ;9.0456865
606.01.445;ARCHIVADOR PIONER A-4 DE 2 ANILLOS 45mm de 450 HOJAS;UND;9.27 ;9.27
14.12.35.001.1;CONECTOR DE BRONCE 1/4;UND;9.35 ;9.35
14.06.30.035.1;CODO MACHO DE BRONCE DE 90° - 1/4;UND;9.35 ;9.35
605.01.019;RODAMIENTO 6004-2Z;UND;9.39 ;9.388082769
11.08.001;SOBRE LENTES;UND;9.45 ;9.45
